TCGA,PROTEIN_A,GENE_A,PROTEIN_GENE_B,GENERAL_OCCURRENCE,#_PATIENTS_A_DISR_B,PATIENTS_A_DISR_B,#_PATIENTS_B_DISR_A,PATIENTS_B_DISR_A,#_PATIENTS_INTERSECTION,PATIENTS_INTERSECTION
BRCA,P62805,H4C1,Q71DI3:H3C15,8,8,"{'TCGA-A2-A0YM', 'TCGA-LL-A73Y', 'TCGA-D8-A1JA', 'TCGA-BH-A0H7', 'TCGA-BH-A1F0', 'TCGA-AR-A0TY', 'TCGA-AN-A0AT', 'TCGA-A8-A06Y'}",1,{'TCGA-BH-A2L8'},0,set()
BRCA,P62805,H4C1,P68431:H3C1,8,8,"{'TCGA-A2-A0YM', 'TCGA-LL-A73Y', 'TCGA-D8-A1JA', 'TCGA-BH-A0H7', 'TCGA-BH-A1F0', 'TCGA-AR-A0TY', 'TCGA-AN-A0AT', 'TCGA-A8-A06Y'}",6,"{'TCGA-A2-A0EQ', 'TCGA-5L-AAT1', 'TCGA-E9-A226', 'TCGA-AC-A62X', 'TCGA-3C-AALI', 'TCGA-A8-A09I'}",0,set()
BRCA,P62805,H4C1,P84243:H3-3A,7,7,"{'TCGA-LL-A73Y', 'TCGA-D8-A1JA', 'TCGA-BH-A0H7', 'TCGA-BH-A1F0', 'TCGA-AN-A0AT', 'TCGA-AR-A0TY', 'TCGA-A8-A06Y'}",0,set(),0,set()
BRCA,P62805,H4C1,Q16695:H3-4,5,5,"{'TCGA-LL-A73Y', 'TCGA-D8-A1JA', 'TCGA-BH-A1F0', 'TCGA-AN-A0AT', 'TCGA-A8-A06Y'}",0,set(),0,set()
BRCA,P62805,H4C1,P49450:CENPA,5,5,"{'TCGA-A2-A0YM', 'TCGA-D8-A1JA', 'TCGA-BH-A0H7', 'TCGA-BH-A1F0', 'TCGA-AN-A0AT'}",0,set(),0,set()
BRCA,P62805,H4C1,B4E1C1:nan,4,4,"{'TCGA-S3-AA11', 'TCGA-A8-A06Y', 'TCGA-D8-A1JA', 'TCGA-LL-A73Y'}",0,set(),0,set()
BRCA,P62805,H4C1,Q53F85:nan,3,3,"{'TCGA-S3-AA11', 'TCGA-A8-A06Y', 'TCGA-D8-A1JA'}",0,set(),0,set()
BRCA,P62805,H4C1,Q16514:TAF12,2,2,"{'TCGA-S3-AA11', 'TCGA-BH-A0H7'}",0,set(),0,set()
BRCA,P62805,H4C1,Q9UER7:DAXX,2,2,"{'TCGA-S3-AA11', 'TCGA-D8-A1JA'}",0,set(),0,set()
BRCA,P62805,H4C1,P04908:H2AC4,2,2,"{'TCGA-A8-A06Y', 'TCGA-LL-A73Y'}",0,set(),0,set()
BRCA,P62805,H4C1,P0C0S5:H2AZ1,2,2,"{'TCGA-A8-A06Y', 'TCGA-LL-A73Y'}",0,set(),0,set()
BRCA,P62805,H4C1,Q16777:H2AC20,2,2,"{'TCGA-A8-A06Y', 'TCGA-LL-A73Y'}",0,set(),0,set()
BRCA,P62805,H4C1,P06899:H2BC11,1,1,{'TCGA-S3-AA11'},0,set(),0,set()
BRCA,P62805,H4C1,Q16778:H2BC21,1,1,{'TCGA-S3-AA11'},0,set(),0,set()
BRCA,P62805,H4C1,P16104:H2AX,1,1,{'TCGA-A8-A06Y'},0,set(),0,set()
BRCA,P62805,H4C1,Q9Y294:ASF1A,1,1,{'TCGA-D8-A1XQ'},0,set(),0,set()
