TCGA,PROTEIN:GENE,NUM_PATIENTS,INTERACTOR,NUM_PATIENTS_INTERACTOR,DISRUPTIVE_INTERACTOR_COUNT,#_PATIENTS_A_DISR_B,PATIENTS_A_DISR_B,#_PATIENTS_B_DISR_A,PATIENTS_B_DISR_A,#_PATIENTS_INTERSECTION,PATIENTS_INTERSECTION,MUTUAL_EXCLUSIVITY
BRCA,P62805:H4C1,18,Q71DI3:H3C15,4,8,8,"{'TCGA-A2-A0YM', 'TCGA-LL-A73Y', 'TCGA-D8-A1JA', 'TCGA-BH-A0H7', 'TCGA-BH-A1F0', 'TCGA-AR-A0TY', 'TCGA-AN-A0AT', 'TCGA-A8-A06Y'}",1,{'TCGA-BH-A2L8'},0,set(),1.0
BRCA,P62805:H4C1,18,P68431:H3C1,29,8,8,"{'TCGA-A2-A0YM', 'TCGA-LL-A73Y', 'TCGA-D8-A1JA', 'TCGA-BH-A0H7', 'TCGA-BH-A1F0', 'TCGA-AR-A0TY', 'TCGA-AN-A0AT', 'TCGA-A8-A06Y'}",6,"{'TCGA-A2-A0EQ', 'TCGA-5L-AAT1', 'TCGA-E9-A226', 'TCGA-AC-A62X', 'TCGA-3C-AALI', 'TCGA-A8-A09I'}",0,set(),0.9787
BRCA,P62805:H4C1,18,P84243:H3-3A,3,7,7,"{'TCGA-LL-A73Y', 'TCGA-D8-A1JA', 'TCGA-BH-A0H7', 'TCGA-BH-A1F0', 'TCGA-AN-A0AT', 'TCGA-AR-A0TY', 'TCGA-A8-A06Y'}",0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,Q16695:H3-4,2,5,5,"{'TCGA-LL-A73Y', 'TCGA-D8-A1JA', 'TCGA-BH-A1F0', 'TCGA-AN-A0AT', 'TCGA-A8-A06Y'}",0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,P49450:CENPA,0,5,5,"{'TCGA-A2-A0YM', 'TCGA-D8-A1JA', 'TCGA-BH-A0H7', 'TCGA-BH-A1F0', 'TCGA-AN-A0AT'}",0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,B4E1C1:nan,0,4,4,"{'TCGA-S3-AA11', 'TCGA-A8-A06Y', 'TCGA-D8-A1JA', 'TCGA-LL-A73Y'}",0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,Q53F85:nan,0,3,3,"{'TCGA-S3-AA11', 'TCGA-A8-A06Y', 'TCGA-D8-A1JA'}",0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,Q16514:TAF12,1,2,2,"{'TCGA-S3-AA11', 'TCGA-BH-A0H7'}",0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,Q9UER7:DAXX,4,2,2,"{'TCGA-S3-AA11', 'TCGA-D8-A1JA'}",0,set(),0,set(),0.9545
BRCA,P62805:H4C1,18,P04908:H2AC4,14,2,2,"{'TCGA-A8-A06Y', 'TCGA-LL-A73Y'}",0,set(),0,set(),0.9688
BRCA,P62805:H4C1,18,P0C0S5:H2AZ1,3,2,2,"{'TCGA-A8-A06Y', 'TCGA-LL-A73Y'}",0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,Q16777:H2AC20,1,2,2,"{'TCGA-A8-A06Y', 'TCGA-LL-A73Y'}",0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,P06899:H2BC11,1,1,1,{'TCGA-S3-AA11'},0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,Q16778:H2BC21,6,1,1,{'TCGA-S3-AA11'},0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,P16104:H2AX,0,1,1,{'TCGA-A8-A06Y'},0,set(),0,set(),1.0
BRCA,P62805:H4C1,18,Q9Y294:ASF1A,1,1,1,{'TCGA-D8-A1XQ'},0,set(),0,set(),1.0
